Producer,Appellation,Cuvée / Wine,Region,Colour,Vintage,Format,Qty,Price/bottle,Price basis,Packaging / note
Rene Geoffroy,,Terre,Champagne,White,2008,1.5L,12,262.34999999999997,ex-VAT,OC
Rene Geoffroy,,Collinardins,Champagne,White,2019,75cl,56,78.705,ex-VAT,OC
Les Bottes Rouges,,Arbois La Pepee Pinot Noir,Jura,Red,2016,75cl,6,36.729,ex-VAT,Loose
Les Bottes Rouges,,Arbois La Pepee Pinot Noir,Jura,Red,2021,75cl,5,57.717,ex-VAT,Loose
Les Bottes Rouges,,Boomerang Trousseau Poulsard,Jura,Red,2016,75cl,3,36.729,ex-VAT,Loose
Les Bottes Rouges,,Gibus Trousseau,Jura,Red,2016,75cl,9,52.47,ex-VAT,Loose
Les Bottes Rouges,,Boomerang Trousseau Poulsard,Jura,Red,2022,75cl,4,57.717,ex-VAT,Loose
Macallan,,Red Collection Case,Speyside,,NV,2.1L,1,204633.0,ex-VAT,GB_OWC
Duroche,,Gevrey Chambertin En Vosne,Burgundy,Red,2020,3L,1,2098.7999999999997,ex-VAT,OWC
Duroche,,Gevrey Chambertin Lavaux St Jacques,Burgundy,Red,2020,3L,1,2623.5,ex-VAT,OWC
Leoville Las Cases,,,Bordeaux,Red,1982,3L,1,1993.8599999999997,ex-VAT,OWC
Palmer,,,Bordeaux,Red,1989,5L,1,3672.9,ex-VAT,OWC
Pierre Yves Colin Morey,,Corton Charlemagne Blanc,Burgundy,White,2023,75cl,6,524.6999999999999,ex-VAT,OC
Pierre Yves Colin Morey,,Meursault Perrieres Blanc,Burgundy,White,2023,75cl,6,524.6999999999999,ex-VAT,OC
DRC,,Romanee Saint Vivant,Burgundy,Red,1990,1.5L,1,7870.5,ex-VAT,Loose
Domaine Leroy,,Vosne Romanee Beaumonts,Burgundy,Red,1997,75cl,12,2885.85,ex-VAT,OWC
Comtes Lafon,,Puligny Montrachet Les Charmes,Burgundy,White,2023,75cl,12,209.88,ex-VAT,OC
Comtes Lafon,,Puligny-Montrachet,Burgundy,White,2023,75cl,12,157.41,ex-VAT,OC
Petrus,,,Bordeaux,Red,1987,6L,1,18364.5,ex-VAT,OWC
Bouchard Pere et Fils,,Echezeaux Grand Cru,Burgundy,Red,1972,1.5L,1,3672.9,ex-VAT,OWC
DRC,,La Tache,Burgundy,Red,2003,3L,1,28858.5,ex-VAT,Loose
Joseph Drouhin,,Montrachet Marquis Laguiche,Burgundy,White,2007,1.5L,4,1364.22,ex-VAT,Loose
Joseph Drouhin,,Montrachet Marquis Laguiche,Burgundy,White,2007,1.5L,1,1364.22,ex-VAT,Loose
Lou Dumont,,Bourgogne Pinor Noir,Burgundy,Red,2022,75cl,1,33.5808,ex-VAT,Loose
Georges Roumier,,Chambolle Musigny Amoureuses,Burgundy,Red,2000,1.5L,1,8919.9,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1874,75cl,1,20988.0,ex-VAT,Loose
Rauzan-Gassies,,,Bordeaux,Red,1961,1.5L,12,1049.3999999999999,ex-VAT,OWC
Rauzan-Gassies,,,Bordeaux,Red,1959,1.5L,6,1049.3999999999999,ex-VAT,OWC
Petrus,,,Bordeaux,Red,1976,4.5L,1,7608.149999999999,ex-VAT,Loose
Yquem,,,Bordeaux,White,1893,75cl,1,5247.0,ex-VAT,Loose
Yquem,,,Bordeaux,White,1893,75cl,1,8395.199999999999,ex-VAT,Loose
Comtes Lafon,,Puligny Montrachet Les Charmes,Burgundy,White,2022,75cl,24,209.88,ex-VAT,OC
Tignanello,,,Tuscany,Red,1994,75cl,1,209.88,ex-VAT,Loose
Domaine Dujac,,Clos de la Roche,Burgundy,Red,2004,75cl,1,577.17,ex-VAT,Loose
Gangloff,,Cote Rotie Sereine,Rhone,Red,2023,75cl,12,194.13899999999998,ex-VAT,Loose
Billecart Salmon,,Clos Saint Hilaire,Champagne,White,2009,75cl,,383.03099999999995,ex-VAT,OC
Gonon,,Saint-Joseph,Rhone,Red,2023,75cl,24,99.69300000000001,ex-VAT,OC
Allemand,,Cornas Cuvee R,Rhone,Red,2022,75cl,12,183.645,ex-VAT,OC
Pierre Girardin,,Puligny Montrachet Les Folatieres,Burgundy,White,2024,3L,1,734.58,ex-VAT,OC
Veuve Clicquot,,Ponsardin Vintage Rose,Champagne,Rosé,1955,1.5L,1,1836.45,ex-VAT,Loose
Duroche,,Gevrey Chambertin,Burgundy,Red,1976,75cl,6,131.17499999999998,ex-VAT,Loose
DRC,,Montrachet,Burgundy,White,1995,75cl,5,6821.1,ex-VAT,Loose
DRC,,Montrachet,Burgundy,White,1994,75cl,2,6034.05,ex-VAT,Loose
Tenuta San Guido Smagskasse,,,Tuscany,Red,1,4.5L,26,325.314,ex-VAT,OC
Prieure Roch,,Chambertin Clos De Beze,Burgundy,Red,2014,75cl,6,1206.81,ex-VAT,OWC
Vincent Dancer,,Meursault Perrieres Blanc Premier Cru,Burgundy,White,2010,75cl,1,682.11,ex-VAT,Loose
Vincent Dancer,,Chevalier-Montrachet Grand Cru,Burgundy,White,2010,75cl,1,1259.28,ex-VAT,Loose
Lucien Le Moine,,Montrachet,Burgundy,White,2019,75cl,1,996.9299999999998,ex-VAT,Loose
Lucien Le Moine,,Montrachet,Burgundy,White,2020,75cl,1,996.9299999999998,ex-VAT,Loose
Lucien Le Moine,,Montrachet,Burgundy,White,2021,75cl,1,944.46,ex-VAT,Loose
Jean Gros,,Clos de Vougeot Grand Cru,Burgundy,Red,1983,1.5L,1,1731.5100000000002,ex-VAT,Loose
Francois Lamarche,,Clos Vougeot,Burgundy,Red,1993,1.5L,1,419.76,ex-VAT,Loose
Sine Qua Non,,Papa & Lil E Assortment Case,California,Red,2003,3L,1,3305.61,ex-VAT,OWC
Les Dolomies,,Arco Savagnin,Jura,White,2016,75cl,4,62.964,ex-VAT,Loose
Les Dolomies,,Arco Savagnin,Jura,White,2022,75cl,5,78.705,ex-VAT,Loose
Les Dolomies,,Cotes du Jura Les Grandvaux Savagnin,Jura,White,2016,75cl,4,39.8772,ex-VAT,Loose
Les Dolomies,,Chardonnay Les Chaux,Jura,White,2020,75cl,3,41.976,ex-VAT,Loose
Les Dolomies,,Bordel C'est Bon Trousseau,France,White,2022,1.5L,2,115.434,ex-VAT,Loose
Les Dolomies,,Bordel C'est Bon Trousseau,France,White,2020,75cl,6,41.976,ex-VAT,Loose
Les Dolomies,,Bordel C'est Bon Trousseau,France,White,2022,75cl,4,47.223000000000006,ex-VAT,Loose
Les Dolomies,,Rollion Trousseau,France,White,2016,1.5L,2,73.458,ex-VAT,Loose
Les Dolomies,,La Cabane Pinot Noir,France,White,2020,75cl,6,41.976,ex-VAT,Loose
Ornellaia,,,Tuscany,Red,2021,1.5L,16,341.055,ex-VAT,OWC
Remi Jobard,,Meursault Le Poruzot,Burgundy,White,2024,75cl,12,110.18699999999998,ex-VAT,OWC
Stella di Campalto (Podere S.Giuseppe),,Brunello di Montalcino Rosa Amore,Tuscany,Red,2016,1.5L,6,839.52,ex-VAT,OWC
Stella di Campalto (Podere S.Giuseppe),,Brunello di Montalcino Rosa Amore,Tuscany,Red,2016,75cl,54,393.525,ex-VAT,OC
DRC,,Assortment,Burgundy,,2022,3L,1,17315.1,ex-VAT,OWC
Haut Bages Liberal,,,Bordeaux,Red,2021,75cl,,26.235,ex-VAT,OWC
Alain Gautheron,,Chablis Emeraude,Burgundy,White,2024,75cl,115,17.8398,ex-VAT,OC
Hendricks,,Grand Cabaret,Scotland,,NV,70cl,,15.741,ex-VAT,OC
Hendricks,,Oasium,Scotland,,NV,70cl,,15.741,ex-VAT,OC
Bushmills,,14YO Malaga Finish,Ireland,,NV,70cl,,23.0868,ex-VAT,GB_OC
Bushmills,,21YO,Ireland,,NV,70cl,,99.69300000000001,ex-VAT,GB_OC
Moet & Chandon,,Brut Imperial,Champagne,White,1947,75cl,1,1259.28,ex-VAT,OWC
Moet & Chandon,,Brut Imperial,Champagne,White,1947,75cl,1,1259.28,ex-VAT,OWC
Moet & Chandon,,Brut Imperial,Champagne,White,1976,75cl,1,367.29,ex-VAT,OWC
Pommery,,Louise,Champagne,White,1987,1.5L,1,419.76,ex-VAT,OWC
Penfolds,,Grange,South Australia,Red,2014,1.5L,3,603.405,ex-VAT,OC
Artadi,,Carretil,Rioja,Red,2017,75cl,6,94.44600000000001,ex-VAT,OWC
Artadi,,Vina Pison,Rioja,Red,2017,75cl,6,157.41,ex-VAT,OWC
Fattoria Dolfi,,Artorius,Tuscany,Red,2016,75cl,60,36.729,ex-VAT,OC
Rocca Frassinello,,Baffonero Rosso,Tuscany,Red,2014,75cl,12,99.69300000000001,ex-VAT,OC
Gianni Gagliardo,,Barolo Preve,Piedmont,Red,2011,75cl,30,52.47,ex-VAT,OWC
Mouton Rothschild,,,Bordeaux,Red,1986,3L,1,3935.25,ex-VAT,Loose
Arlaud,,Clos de la Roche Grand Cru,Burgundy,Red,2015,75cl,6,236.115,ex-VAT,OC
Georges Roumier,,Chambolle Musigny Combottes,Burgundy,Red,2015,75cl,1,734.58,ex-VAT,Loose
Arlaud,,Charmes-Chambertin Grand Cru,Burgundy,Red,2005,75cl,1,236.115,ex-VAT,Loose
Vincent Dauvissat,,Chablis Clos,Burgundy,White,1992,1.5L,1,1049.3999999999999,ex-VAT,Loose
Billecart Salmon,,Nicolas Francois,Champagne,White,1983,1.5L,1,1049.3999999999999,ex-VAT,Loose
Rene Engel,,Clos Vougeot,Burgundy,Red,2001,75cl,12,1783.98,ex-VAT,OC
Rene Engel,,Clos Vougeot,Burgundy,Red,2004,75cl,48,1364.22,ex-VAT,OC
Rene Engel,,Echezeaux,Burgundy,Red,2002,75cl,12,2098.7999999999997,ex-VAT,OC
Rene Engel,,Echezeaux,Burgundy,Red,2004,75cl,12,1783.98,ex-VAT,OC
Chateau de la Tour,,Clos Vougeot,Burgundy,Red,1993,75cl,11,183.645,ex-VAT,OWC
Chateau de la Tour,,Clos Vougeot,Burgundy,Red,1993,3L,1,1049.3999999999999,ex-VAT,OWC
Chateau de la Tour,,Clos Vougeot,Burgundy,Red,1990,1.5L,12,524.6999999999999,ex-VAT,OC
Lambrays,,Clos Lambrays,Burgundy,Red,1989,75cl,30,346.302,ex-VAT,OWC
Cappellano,,Barbera d'Alba Gabutti,Piedmont,Red,2019,75cl,6,78.705,ex-VAT,OC
Cappellano,,Barbera d'Alba Gabutti,Piedmont,Red,2020,75cl,6,73.458,ex-VAT,OC
Cappellano,,Barbera d'Alba Gabutti,Piedmont,Red,2021,75cl,6,78.705,ex-VAT,OC
Comtes Lafon,,Meursault Desirees,Burgundy,White,2023,75cl,72,183.645,ex-VAT,OC
Comtes Lafon,,Meursault Porusots,Burgundy,White,2023,75cl,36,288.585,ex-VAT,OC
DRC,,Echezeaux,Burgundy,Red,1989,6L,1,37778.4,ex-VAT,OWC
DRC,,Grands Echezeaux,Burgundy,Red,1996,6L,1,45648.9,ex-VAT,OWC
DRC,,Richebourg,Burgundy,Red,1989,3L,1,37778.4,ex-VAT,OWC
Georges Mugneret,,Ruchottes Chambertin,Burgundy,Red,1988,75cl,12,734.58,ex-VAT,Loose
Joseph Phelps,,Insignia,California,Red,1997,3L,1,1679.04,ex-VAT,Loose
Joseph Phelps,,Insignia,California,Red,1997,1.5L,1,787.05,ex-VAT,Loose
Screaming Eagle,,,California,Red,2007,1.5L,2,7345.8,ex-VAT,OWC
Stella di Campalto (Podere S.Giuseppe),,Brunello di Montalcino,Tuscany,Red,2008,1.5L,3,839.52,ex-VAT,Loose
Stella di Campalto (Podere S.Giuseppe),,Brunello di Montalcino,Tuscany,Red,2008,1.5L,3,839.52,ex-VAT,Loose
Comtes Lafon,,Meursault Perrieres Blanc,Burgundy,White,2017,75cl,2,734.58,ex-VAT,Loose
Charles Noellat,,Richebourg,Burgundy,Red,1976,75cl,1,839.52,ex-VAT,Loose
Armand Rousseau,,Ruchottes Chambertin Clos Ruchottes,Burgundy,Red,2003,75cl,12,891.99,ex-VAT,OC
Armand Rousseau,,Gevrey Chambertin Clos St Jacques,Burgundy,Red,1998,75cl,12,1469.16,ex-VAT,OC
Armand Rousseau,,Gevrey Chambertin Clos St Jacques,Burgundy,Red,2003,75cl,24,1154.34,ex-VAT,OC
Armand Rousseau,,Clos Roche,Burgundy,Red,1995,75cl,24,996.9299999999998,ex-VAT,OC
DRC,,Assortment,Burgundy,,2022,8.25L,1,48797.1,ex-VAT,OWC
Esprit Leflaive,,Gevrey Chambertin,Burgundy,Red,2020,75cl,12,194.13899999999998,ex-VAT,OWC
Macallan,,Sherry Oak 18YO,Scotland,,2026,70cl,54,262.34999999999997,ex-VAT,GB_OC
Meo Camuzet,,Richebourg,Burgundy,Red,2023,75cl,3,1259.28,ex-VAT,OC
Rayas,,Chateauneuf Du Pape,Rhone,Red,2015,75cl,3,1101.87,ex-VAT,Loose
d'Auvenay,,Bourgogne Aligote Sous Chatelet,Burgundy,White,2020,75cl,24,2203.74,ex-VAT,OWC
d'Auvenay,,Meursault Narvaux Blanc,Burgundy,White,2016,75cl,15,5771.7,ex-VAT,OWC
Potinet Ampeau,,Monthelie Rouge,Burgundy,Red,2018,75cl,22,20.988,ex-VAT,OC
Potinet Ampeau,,Meursault Les Rougeots,Burgundy,White,2020,75cl,70,52.47,ex-VAT,OC
Potinet Ampeau,,Meursault Blanc,Burgundy,White,2017,75cl,65,47.223000000000006,ex-VAT,OC
Potinet Ampeau,,Meursault Blanc,Burgundy,White,2020,75cl,76,44.0748,ex-VAT,OC
Potinet Ampeau,,Puligny-Montrachet,Burgundy,White,2020,75cl,105,47.223000000000006,ex-VAT,OC
Potinet Ampeau,,Bourgogne Aligote,Burgundy,White,2021,75cl,43,18.8892,ex-VAT,OC
Potinet Ampeau,,Bourgogne Aligote,Burgundy,White,2018,75cl,66,18.8892,ex-VAT,OC
Potinet Ampeau,,Monthelie Les Riottes,Burgundy,Red,2018,75cl,10,26.235,ex-VAT,OC
RareWIne Decanter (1-Pack),,,,,NV,-0.1cl,17,41.976,ex-VAT,OC
Domaine Leroy,,Chambertin,Burgundy,Red,2000,75cl,3,12592.8,ex-VAT,OWC
Bouchard Pere et Fils,,Clos Roche,Burgundy,Red,1969,75cl,4,1469.16,ex-VAT,Loose
Bouchard Pere et Fils,,Musigny Grand Cru,Burgundy,Red,1978,75cl,4,3672.9,ex-VAT,Loose
Le Pin,,,Bordeaux,Red,1990,1.5L,1,8395.199999999999,ex-VAT,Loose
Pingus,,,Castilla y Leon,Red,2022,3L,1,3410.55,ex-VAT,OWC
Domaine Leflaive,,Bienvenues Batard Montrachet,Burgundy,White,2017,1.5L,1,2308.68,ex-VAT,OWC
Ausone,,,Bordeaux,Red,1998,6L,1,4722.3,ex-VAT,Loose
Bowmore,,9YO,Scotland,,NV,70cl,,10.494,ex-VAT,GB_OC
Henri Jayer,,Nuits Saint Georges Murgers,Burgundy,Red,1983,1.5L,1,13117.500000000002,ex-VAT,Loose
Henri Jayer,,Vosne Romanee Brulees,Burgundy,Red,1982,1.5L,1,16790.399999999998,ex-VAT,Loose
Coche Dury,,Meursault Genevrieres,Burgundy,White,2003,75cl,5,1993.8599999999997,ex-VAT,Loose
Bachelet Ramonet,,Chassagne Montrachet Caillerets,Burgundy,White,2024,75cl,12,62.964,ex-VAT,OC
Bachelet Ramonet,,Chassagne Montrachet Clos Saint Jean Blanc,Burgundy,White,2024,75cl,6,57.717,ex-VAT,OC
Bachelet Ramonet,,Chassagne Montrachet Grandes Ruchottes,Burgundy,White,2024,75cl,6,62.964,ex-VAT,OC
Bachelet Ramonet,,Chassagne Montrachet Morgeot Blanc,Burgundy,White,2024,75cl,12,62.964,ex-VAT,OC
Canalicchio di Sopra,,Brunello di Montalcino,Tuscany,Red,2017,75cl,96,47.223000000000006,ex-VAT,OC
Canalicchio di Sopra,,Brunello di Montalcino,Tuscany,Red,2018,75cl,,47.223000000000006,ex-VAT,OC
Canalicchio di Sopra,,Brunello di Montalcino,Tuscany,Red,2019,75cl,,50.3712,ex-VAT,OC
DRC,,Montrachet,Burgundy,White,1991,3L,1,36729.0,ex-VAT,Loose
Ramonet,,Montrachet,Burgundy,White,1996,3L,1,17315.1,ex-VAT,Loose
Sassicaia,,,Tuscany,Red,2003,6L,1,3410.55,ex-VAT,Loose
Pavelot,,Bourgogne Rouge,Burgundy,Red,2023,75cl,,17.8398,ex-VAT,OC
Pavelot,,Savigny-les-Beaune La Dominode Premier Cru,Burgundy,Red,2022,75cl,114,47.223000000000006,ex-VAT,OC
Pavelot,,Savigny-les-Beaune Les Lavieres Premier Cru,Burgundy,Red,2023,75cl,53,38.827799999999996,ex-VAT,OC
Screaming Eagle,,,California,Red,1995,75cl,1,2833.38,ex-VAT,Loose
Jacques Frederic Mugnier,,Nuits Saint Georges Clos Marechale Rouge,Burgundy,Red,2022,1.5L,3,251.856,ex-VAT,OWC
Gonon,,Saint-Joseph,Rhone,Red,2022,75cl,24,99.69300000000001,ex-VAT,OC
Prieure Roch,,Gevrey-Chambertin 1er Cru Vv,Burgundy,Red,2020,75cl,3,419.76,ex-VAT,Loose
Prieure Roch,,Pinoterie,Burgundy,Red,2022,75cl,3,209.88,ex-VAT,OC
Prieure Roch,,Vin de France,Burgundy,Red,2022,75cl,3,209.88,ex-VAT,OC
Berthaut-Gerbet,,Echezeaux Grand Cru,Burgundy,Red,2024,75cl,1,236.115,ex-VAT,Loose
Canalicchio di Sopra,,Brunello di Montalcino,Tuscany,Red,2017,75cl,14,41.976,ex-VAT,Loose
Canalicchio di Sopra,,Brunello di Montalcino,Tuscany,Red,2018,75cl,15,41.976,ex-VAT,Loose
Allemand,,Cornas Cuvee C,Rhone,Red,2022,75cl,24,157.41,ex-VAT,OC
Canalicchio di Sopra,,Brunello di Montalcino,Tuscany,Red,2016,75cl,37,52.47,ex-VAT,OC
Canalicchio di Sopra,,Brunello di Montalcino,Tuscany,Red,2016,75cl,,52.47,ex-VAT,OC
Comtes Lafon,,Meursault Boucheres,Burgundy,White,2023,75cl,12,314.82,ex-VAT,OC
Comtes Lafon,,Meursault Charmes,Burgundy,White,2023,75cl,60,314.82,ex-VAT,OC
Comtes Lafon,,Meursault Perrieres Blanc,Burgundy,White,2023,75cl,12,682.11,ex-VAT,OC
Comtes Lafon,,Meursault Blanc,Burgundy,White,2023,75cl,48,183.645,ex-VAT,OC
Comtes Lafon,,Meursault Barre,Burgundy,White,2023,75cl,24,183.645,ex-VAT,OC
Domaine Dujac,,Vosne Romanee Malconsorts,Burgundy,Red,2021,1.5L,6,839.52,ex-VAT,OC
Domaine Ponsot,,Clos Roche Vv,Burgundy,Red,1972,75cl,1,1154.34,ex-VAT,Loose
Duroche,,Gevrey Chambertin Lavaux St Jacques,Burgundy,Red,2017,6L,1,4459.95,ex-VAT,OWC
Bouchard Pere et Fils,,Beaune Les Teurons Premier Cru,Burgundy,Red,1976,1.5L,2,1049.3999999999999,ex-VAT,OWC
Bouchard Pere et Fils,,Clos Roche,Burgundy,Red,1976,75cl,6,787.05,ex-VAT,OC_OWC
Bouchard Pere et Fils,,Clos Vougeot,Burgundy,Red,1976,75cl,6,787.05,ex-VAT,OC_OWC
Bouchard Pere et Fils,,Nuits-Saint-Georges Aux Perdrix,Burgundy,Red,1979,75cl,6,419.76,ex-VAT,OC_OWC
Bouchard Pere et Fils,,Nuits-Saint-Georges Les Perrieres,Burgundy,Red,1979,75cl,6,341.055,ex-VAT,OC_OWC
Bouchard Pere et Fils,,Nuits-Saint-Georges Les Poulettes,Burgundy,Red,1979,75cl,6,393.525,ex-VAT,OC_OWC
Bouchard Pere et Fils,,Nuits-Saint-Georges Premier Cru,Burgundy,Red,1975,75cl,6,314.82,ex-VAT,OC_OWC
Bouchard Pere et Fils,,Nuits-Saint-Georges Clos des Argillieres,Burgundy,Red,1982,75cl,3,314.82,ex-VAT,OC_OWC
Bouchard Pere et Fils,,Savigny Les Beaune Les Lavieres,Burgundy,Red,1973,1.5L,3,629.64,ex-VAT,OC_OWC
Bouchard Pere et Fils,,Savigny Les Beaune Les Lavieres,Burgundy,Red,1976,1.5L,3,629.64,ex-VAT,OC_OWC
Domaine Leflaive,,Puligny Montrachet Pucelles,Burgundy,White,2004,75cl,6,787.05,ex-VAT,OWC
Bouchard Pere et Fils,,Volnay Les Caillerets Ancienne Cuvee Carnot Premier Cru,Burgundy,Red,1976,1.5L,3,944.46,ex-VAT,OC_OWC
Bouchard Pere et Fils,,Montrachet,Burgundy,White,2004,3L,1,2361.15,ex-VAT,OWC
Bouchard Pere et Fils,,Montrachet,Burgundy,White,2007,1.5L,6,1206.81,ex-VAT,OC_OWC
Henriot,,Cuvee des Enchanteleurs,Champagne,White,1976,1.5L,1,1574.1,ex-VAT,Loose
Vincent Dancer,,Vin de France Cuvee Oskar,Burgundy,White,2021,1.5L,1,1574.1,ex-VAT,Loose
Domaine Dujac,,Romanee Saint Vivant,Burgundy,Red,2023,75cl,3,2046.33,ex-VAT,Loose
Cheval Blanc,,,Bordeaux,Red,2008,75cl,6,393.525,ex-VAT,Loose
Ott (Romassan),,Rose,Provence,Rosé,2023,75cl,,26.235,ex-VAT,OC
Flor Pingus,,,Castilla y Leon,Red,2022,1.5L,120,173.151,ex-VAT,OWC
Flor Pingus,,,Castilla y Leon,Red,2023,1.5L,,173.151,ex-VAT,OWC
Bouchard Pere et Fils,,Montrachet,Burgundy,White,1995,75cl,2,577.17,ex-VAT,Loose
Ramonet,,Chassagne Montrachet Morgeot Blanc,Burgundy,White,1994,75cl,4,341.055,ex-VAT,Loose
Comtes Lafon,,Meursault Charmes,Burgundy,White,1995,75cl,10,393.525,ex-VAT,OC
Arnaud Ente,,Meursault Clos Ambres,Burgundy,White,2009,75cl,3,734.58,ex-VAT,Loose
Jacques Selosse,,Millesime,Champagne,White,1997,1.5L,1,3672.9,ex-VAT,Loose
Etienne Sauzet,,Montrachet,Burgundy,White,2012,75cl,1,1049.3999999999999,ex-VAT,OWC
Domaine Dujac,,Clos Saint Denis,Burgundy,Red,1994,75cl,1,1206.81,ex-VAT,Loose
Nicolas Faure,,Bourgogne Aligote La Corvee de Bully,Burgundy,White,2022,75cl,1,236.115,ex-VAT,Loose
Nicolas Faure,,Bourgogne Hautes Cotes de Beaune La Corvee de Bully,Burgundy,White,2022,75cl,1,236.115,ex-VAT,Loose
Sine Qua Non,,Five Shooter,California,Red,2010,3L,1,1993.8599999999997,ex-VAT,OWC
Sine Qua Non,,Eleven Confessions (Raven Series),California,Red,2006,3L,1,1888.92,ex-VAT,OWC
Domaine Leflaive,,Chevalier Montrachet,Burgundy,White,2005,3L,1,5247.0,ex-VAT,Loose
Georges Roumier,,Bonnes Mares,Burgundy,Red,2021,75cl,6,1154.34,ex-VAT,OC
M. Chapoutier,,Cote Rotie La Mordoree,Rhone,Red,1990,75cl,60,236.115,ex-VAT,OWC
Francois Mikulski,,Meursault Charmes Premier Cru,Burgundy,White,2023,75cl,12,131.17499999999998,ex-VAT,OC
Francois Mikulski,,Meursault Poruzots Premier Cru,Burgundy,White,2023,75cl,24,120.68100000000003,ex-VAT,OC
d'Auvenay,,Auxey Duresses Clous,Burgundy,White,1999,75cl,1,3463.0200000000004,ex-VAT,Loose
Allemand,,Cornas Cuvee C,Rhone,Red,2021,75cl,72,152.16299999999998,ex-VAT,OC
Allemand,,Cornas Cuvee R,Rhone,Red,2021,75cl,48,167.904,ex-VAT,OC
Lambrays,,Clos Lambrays,Burgundy,Red,1988,75cl,12,314.82,ex-VAT,Loose
Lambrays,,Clos Lambrays,Burgundy,Red,1995,1.5L,54,655.875,ex-VAT,Loose
Lambrays,,Clos Lambrays,Burgundy,Red,1996,75cl,6,314.82,ex-VAT,Loose
Lambrays,,Clos Lambrays,Burgundy,Red,1997,1.5L,42,524.6999999999999,ex-VAT,Loose
Chateau de la Tour,,Clos Vougeot,Burgundy,Red,1989,75cl,12,183.645,ex-VAT,OC
Chateau de la Tour,,Clos Vougeot,Burgundy,Red,1989,1.5L,6,419.76,ex-VAT,OC
Chateau de la Tour,,Clos Vougeot,Burgundy,Red,1990,75cl,11,262.34999999999997,ex-VAT,Loose
Chateau de la Tour,,Clos Vougeot,Burgundy,Red,1990,1.5L,6,498.4649999999999,ex-VAT,Loose
Chateau de la Tour,,Clos Vougeot,Burgundy,Red,1993,1.5L,6,419.76,ex-VAT,Loose
Chateau de la Tour,,Clos Vougeot,Burgundy,Red,1993,3L,2,891.99,ex-VAT,Loose
Chateau de la Tour,,Clos Vougeot,Burgundy,Red,1995,3L,1,891.99,ex-VAT,Loose
Duclot Collection,,,Bordeaux,Red,2021,6.75L,1,5456.88,ex-VAT,OC_OWC
DRC,,Assortment,Burgundy,,2022,7.5L,1,51420.6,ex-VAT,OWC
DRC,,Assortment,Burgundy,,2022,7.5L,1,47747.7,ex-VAT,OWC
Talisker,,47YO - Magma,Scotland,,1978,70cl,8,3987.7199999999993,ex-VAT,GB_OC
Domaine Edouard Confuron,,Nutis Saint Georges Aux Allots,Burgundy,Red,2023,75cl,6,78.705,ex-VAT,OC
Domaine Leroy,,Nuits Saint Georges Boudots,Burgundy,Red,2007,75cl,12,3148.2,ex-VAT,OWC
Comtes Lafon,,Puligny-Montrachet,Burgundy,White,2023,75cl,4,157.41,ex-VAT,Loose
Thibault Liger-Belair,,Nuits-Saint-Georges La Charmotte,Burgundy,Red,2002,75cl,10,89.199,ex-VAT,Loose
Veuve Clicquot,,Ponsardin Brut,Champagne,White,1973,75cl,6,262.34999999999997,ex-VAT,Loose
Pol Roger,,Brut Rose,Champagne,Rosé,1982,75cl,6,236.115,ex-VAT,Loose
Domaine Dujac,,Chambolle Musigny Les Gruenchers,Burgundy,Red,1996,75cl,2,787.05,ex-VAT,Loose
Rayas,,Chateauneuf Du Pape Fonsalette,Rhone,Red,2010,75cl,1,367.29,ex-VAT,Loose
Rayas,,Chateauneuf Du Pape Fonsalette,Rhone,Red,2012,75cl,9,314.82,ex-VAT,Loose
Pierre Damoy,,Chambertin Clos De Beze,Burgundy,Red,2018,75cl,48,472.23,ex-VAT,OC
Domaine Faiveley,,Musigny,Burgundy,Red,2013,75cl,1,2046.33,ex-VAT,Loose
Forey Pere et Fils,,Vosne Romanee Gaudichots,Burgundy,Red,2013,75cl,9,209.88,ex-VAT,OC
Roulot,,Meursault,Burgundy,White,2023,75cl,6,183.645,ex-VAT,OC
Ramonet,,Montrachet,Burgundy,White,2023,1.5L,1,5509.35,ex-VAT,OC
Ramonet,,Batard Montrachet,Burgundy,White,2023,1.5L,1,1574.1,ex-VAT,OC
Rayas,,Chateauneuf Du Pape Blanc,Rhone,White,2015,75cl,3,603.405,ex-VAT,Loose
Chateau des Tours,,Vacqueyras,Rhone,Red,2016,75cl,12,194.13899999999998,ex-VAT,OC
Chateau des Tours,,Cote de Rhone,Rhone,Red,2022,75cl,24,104.94,ex-VAT,OC
Chateau des Tours,,Cote de Rhone,Rhone,Red,2022,75cl,6,104.94,ex-VAT,OC
Chateau des Tours,,VDP,Rhone,Red,2022,75cl,24,99.69300000000001,ex-VAT,OC
Prieure Roch,,Chambertin Clos De Beze Pure,Burgundy,Red,2016,1.5L,3,6296.4,ex-VAT,OWC
DRC,,Richebourg,Burgundy,Red,1985,75cl,2,4722.3,ex-VAT,Loose
Screaming Eagle,,The Flight,California,Red,2018,75cl,2,682.11,ex-VAT,Loose
Domaine Dujac,,Bonnes Mares,Burgundy,Red,2001,1.5L,1,3305.61,ex-VAT,Loose
Domaine Dujac,,Clos Saint Denis,Burgundy,Red,2000,75cl,2,1574.1,ex-VAT,Loose
Domaine Dujac,,Romanee Saint Vivant,Burgundy,Red,2007,1.5L,2,3148.2,ex-VAT,Loose
